url	content_type	website_type	lang	country	source
http://www.phillyvoice.com/reports-90-potential-threats-investigated-pa-nj-florida-shooting/	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
https://www.villagevoice.com/2018/02/23/prisoners-in-tv-facilities-can-now-receive-books/	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
http://www.westword.com/news/colorado-sheriff-argues-guns-shouldnt-be-blamed-in-mass-shootings-10024023	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
http://www.houstonpress.com/news/city-of-houston-employees-private-data-may-have-been-accessed-10241773	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
http://kron4.com/2018/02/24/oakland-mayor-mayor-libby-schaaf-warns-residents-of-possible-ice-raids/	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
https://www.nbcphiladelphia.com/news/business/Toyota-Hyundai-Recall-110000-Vehicles--475062873.html	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
http://www.dailyherald.com/news/20180224/hundreds-remember-jack-shales-with-tears-laughter-and-his-own-words-	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
https://www.nbcsandiego.com/news/sports/2018-Pyeongchang-Olympics-Closing-Ceremony-475081073.html	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
https://www.nbcdfw.com/news/local/Texas-Rapper-Shot-Killed-After-San-Antonio-Performance-475060553.html	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
http://www.phoenixnewtimes.com/news/women-mailing-tampons-to-arizona-house-of-representatives-10130451	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
http://arlington.wickedlocal.com/sports/20180223/girls-hockey-edged-by-st-marys	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
https://www.amny.com/news/pressure-cooker-subway-manhattan-1.16930039	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
http://www.chicagobusiness.com/article/20180224/NEWS07/180229928/nra-ties-cut-by-united-delta	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
https://www.pe.com/2018/02/24/hotel-condo-project-in-old-town-temecula-moves-forward/	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
https://www.wxyz.com/news/no-contamination-found-in-livonia-water-boil-water-alert-remains-in-effect	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
https://whdh.com/news/woman-fatally-stabbed-with-hunting-knife-at-winchester-public-library/	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
http://wfla.com/2018/02/25/deputies-man-found-stabbed-to-death-in-plant-city-mechanic-shop/	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
http://fox5sandiego.com/2018/02/24/man-killed-in-i-5-hit-and-run/	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
https://www.nbcmiami.com/news/local/Star-Wars-Themed-Attraction-and-Hotel-Coming-to-Walt-Disney-World-475067353.html	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
https://wsvn.com/news/local/volunteers-finish-work-on-10-new-habitat-homes-in-miami/	news	news	en	us	https://blog.feedspot.com/usa_news_websites/
